variable,description,unit,dimensions,code_variable,in_history,in_analysis,in_daily,in_monthly,in_diurnal,in_yearly,in_tower,glob_id,info_string
WBUDGET_LOSS2RUNOFF,Water budget: water loss due to surface runoff,kgW/m2/s,npatches,csite%wbudget_loss2runoff,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,WBUDGET_LOSS2RUNOFF :31:hist
WBUDGET_LOSS2DRAINAGE,Water budget: water loss due to sub-surface runoff,kgW/m2/s,npatches,csite%wbudget_loss2drainage,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,WBUDGET_LOSS2DRAINAGE :31:hist
WBUDGET_INITIALSTORAGE,Water budget: total water storage,kgW/m2,npatches,csite%wbudget_initialstorage,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,WBUDGET_INITIALSTORAGE :31:hist
WBUDGET_RESIDUAL,Water budget: residual (unexplained) change in storage,kgW/m2/s,npatches,csite%wbudget_residual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,WBUDGET_RESIDUAL :31:hist
EBUDGET_LOSS2ATM,Enthalpy budget: enthalpy loss due to eddy flux,J/m2/s,npatches,csite%ebudget_loss2atm,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,EBUDGET_LOSS2ATM :31:hist
EBUDGET_DENSEFFECT,Enthalpy budget: change in storage due to change in density,J/m2/s,npatches,csite%ebudget_denseffect,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,EBUDGET_DENSEFFECT :31:hist
EBUDGET_PRSSEFFECT,Enthalpy budget: change in storage due to change in pressure,J/m2/s,npatches,csite%ebudget_prsseffect,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,EBUDGET_PRSSEFFECT :31:hist
EBUDGET_HCAPEFFECT,Enthalpy budget: storage change due to heat capacity change,J/m2/s,npatches,csite%ebudget_hcapeffect,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,EBUDGET_HCAPEFFECT :31:hist
EBUDGET_WCAPEFFECT,Enthalpy budget: storage change due to water capacity change,J/m2/s,npatches,csite%ebudget_wcapeffect,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,EBUDGET_WCAPEFFECT :31:hist
EBUDGET_ZCANEFFECT,Enthalpy budget: change in storage due to change in CAS depth,J/m2/s,npatches,csite%ebudget_zcaneffect,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,EBUDGET_ZCANEFFECT :31:hist
EBUDGET_PHENEFFECT,Enthalpy budget: change in storage due to phenology status,J/m2/s,npatches,csite%ebudget_pheneffect,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,EBUDGET_PHENEFFECT :31:hist
EBUDGET_LOSS2RUNOFF,Enthalpy budget: enthalpy loss due to surface runoff,J/m2/s,npatches,csite%ebudget_loss2runoff,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,EBUDGET_LOSS2RUNOFF :31:hist
EBUDGET_LOSS2DRAINAGE,Enthalpy budget: enthalpy loss due to sub-surface runoff,J/m2/s,npatches,csite%ebudget_loss2drainage,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,EBUDGET_LOSS2DRAINAGE :31:hist
EBUDGET_NETRAD,Enthalpy budget: enthalpy change due to net irradiance,J/m2/s,npatches,csite%ebudget_netrad,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,EBUDGET_NETRAD :31:hist
EBUDGET_PRECIPGAIN,Enthalpy budget: enthalpy gain due to precipitation,J/m2/s,npatches,csite%ebudget_precipgain,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,EBUDGET_PRECIPGAIN :31:hist
EBUDGET_INITIALSTORAGE,Enthalpy budget: total enthalpy storage,J/m2,npatches,csite%ebudget_initialstorage,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,EBUDGET_INITIALSTORAGE :31:hist
EBUDGET_RESIDUAL,Enthalpy budget: residual (unexplained) change in storage,J/m2/s,npatches,csite%ebudget_residual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,EBUDGET_RESIDUAL :31:hist
CBUDGET_INITIALSTORAGE,Carbon budget: total carbon storage,kgC/m2,npatches,csite%cbudget_initialstorage,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,CBUDGET_INITIALSTORAGE :31:hist
CBUDGET_COMMITTED,Carbon budget: committed carbon storage,kgC/m2,npatches,csite%cbudget_committed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,CBUDGET_COMMITTED :31:hist
CBUDGET_RESIDUAL,Carbon budget: residual (unexplained) change in storage,kgC/m2/s,npatches,csite%cbudget_residual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,CBUDGET_RESIDUAL :31:hist
CBUDGET_LOSS2ATM,Carbon budget: carbon loss due to eddy flux,kgC/m2/s,npatches,csite%cbudget_loss2atm,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,CBUDGET_LOSS2ATM :31:hist
CBUDGET_DENSEFFECT,Carbon budget: change in storage due to change in density,kgC/m2/s,npatches,csite%cbudget_denseffect,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,CBUDGET_DENSEFFECT :31:hist
CBUDGET_ZCANEFFECT,Carbon budget: change in storage due to change in CAS depth,kgC/m2/s,npatches,csite%cbudget_zcaneffect,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,CBUDGET_ZCANEFFECT :31:hist
CBUDGET_SEEDRAIN,Carbon budget: change in storage due to seed rain,kgC/m2/s,npatches,csite%cbudget_seedrain,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,CBUDGET_SEEDRAIN :31:hist
CBUDGET_LOSS2YIELD,Carbon budget: change in storage due to seed yield,kgC/m2/s,npatches,csite%cbudget_loss2yield,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,CBUDGET_LOSS2YIELD :31:hist
CO2BUDGET_INITIALSTORAGE,CO2 budget: total carbon dioxide storage,umol/m2,npatches,csite%co2budget_initialstorage,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,CO2BUDGET_INITIALSTORAGE :31:hist
CO2BUDGET_RESIDUAL,CO2 budget: residual (unexplained) change in storage,umol/m2/s,npatches,csite%co2budget_residual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,CO2BUDGET_RESIDUAL :31:hist
CO2BUDGET_LOSS2ATM,CO2 budget: carbon dioxide loss due to eddy flux,umol/m2/s,npatches,csite%co2budget_loss2atm,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,CO2BUDGET_LOSS2ATM :31:hist
CO2BUDGET_DENSEFFECT,CO2 budget: change in storage due to change in density,umol/m2/s,npatches,csite%co2budget_denseffect,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,CO2BUDGET_DENSEFFECT :31:hist
CO2BUDGET_ZCANEFFECT,CO2 budget: change in storage due to change in CAS depth,umol/m2/s,npatches,csite%co2budget_zcaneffect,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,CO2BUDGET_ZCANEFFECT :31:hist
CO2BUDGET_GPP,CO2 budget: storage loss due to gross primary productivity,umol/m2/s,npatches,csite%co2budget_gpp,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,CO2BUDGET_GPP :31:hist
CO2BUDGET_PLRESP,CO2 budget: storage gain due to autotrophic respiration,umol/m2/s,npatches,csite%co2budget_plresp,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,CO2BUDGET_PLRESP :31:hist
CO2BUDGET_RH,CO2 budget: storage gain due to heterotrophic respiration,umol/m2/s,npatches,csite%co2budget_rh,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,CO2BUDGET_RH :31:hist
TODAY_FG_C_LOSS,For internal ED2 use only.  Do not use for research,NA,npatches,csite%today_fg_c_loss,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,TODAY_FG_C_LOSS               :31:hist
TODAY_FS_C_LOSS,For internal ED2 use only.  Do not use for research,NA,npatches,csite%today_fs_c_loss,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,TODAY_FS_C_LOSS               :31:hist
TODAY_FG_N_LOSS,For internal ED2 use only.  Do not use for research,NA,npatches,csite%today_fg_n_loss,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,TODAY_FG_N_LOSS               :31:hist
TODAY_FS_N_LOSS,For internal ED2 use only.  Do not use for research,NA,npatches,csite%today_fs_n_loss,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,TODAY_FS_N_LOSS               :31:hist
TODAY_STG_C_LOSS,For internal ED2 use only.  Do not use for research,NA,npatches,csite%today_stg_c_loss,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,TODAY_STG_C_LOSS              :31:hist
TODAY_STS_C_LOSS,For internal ED2 use only.  Do not use for research,NA,npatches,csite%today_sts_c_loss,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,TODAY_STS_C_LOSS              :31:hist
TODAY_STG_L_LOSS,For internal ED2 use only.  Do not use for research,NA,npatches,csite%today_stg_l_loss,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,TODAY_STG_L_LOSS              :31:hist
TODAY_STS_L_LOSS,For internal ED2 use only.  Do not use for research,NA,npatches,csite%today_sts_l_loss,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,TODAY_STS_L_LOSS              :31:hist
TODAY_STG_N_LOSS,For internal ED2 use only.  Do not use for research,NA,npatches,csite%today_stg_n_loss,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,TODAY_STG_N_LOSS              :31:hist
TODAY_STS_N_LOSS,For internal ED2 use only.  Do not use for research,NA,npatches,csite%today_sts_n_loss,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,TODAY_STS_N_LOSS              :31:hist
TODAY_MS_C_LOSS,For internal ED2 use only.  Do not use for research,NA,npatches,csite%today_ms_c_loss,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,TODAY_MS_C_LOSS               :31:hist
TODAY_SS_C_LOSS,For internal ED2 use only.  Do not use for research,NA,npatches,csite%today_ss_c_loss,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,TODAY_SS_C_LOSS               :31:hist
TODAY_PS_C_LOSS,For internal ED2 use only.  Do not use for research,NA,npatches,csite%today_ps_c_loss,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,TODAY_PS_C_LOSS               :31:hist
TODAY_A_DECOMP,For internal ED2 use only.  Do not use for research,NA,npatches,csite%today_a_decomp,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,TODAY_A_DECOMP                :31:hist
TODAY_B_DECOMP,For internal ED2 use only.  Do not use for research,NA,npatches,csite%today_b_decomp,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,TODAY_B_DECOMP                :31:hist
TODAY_AF_DECOMP,For internal ED2 use only.  Do not use for research,NA,npatches,csite%today_af_decomp,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,TODAY_AF_DECOMP               :31:hist
TODAY_BF_DECOMP,For internal ED2 use only.  Do not use for research,NA,npatches,csite%today_bf_decomp,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,TODAY_BF_DECOMP               :31:hist
TODAY_RH,For internal ED2 use only.  Do not use for research,NA,npatches,csite%today_rh,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,TODAY_RH                      :31:hist
FMEAN_RH_PA,Sub-daily mean - Heterotrophic respiration,kg/m2/yr,npatches,csite%fmean_rh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_RH_PA                :31://trim(fast_keys)
FMEAN_FGC_RH_PA,Sub-daily mean - Fast ground carbon (litter) respiration,kg/m2/yr,npatches,csite%fmean_fgc_rh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_FGC_RH_PA            :31://trim(fast_keys)
FMEAN_FSC_RH_PA,Sub-daily mean - Fast soil carbon (litter) respiration,kg/m2/yr,npatches,csite%fmean_fsc_rh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_FSC_RH_PA            :31://trim(fast_keys)
FMEAN_STGC_RH_PA,Sub-daily mean - Struct. ground carbon (w.debr.) respiration,kg/m2/yr,npatches,csite%fmean_stgc_rh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_STGC_RH_PA           :31://trim(fast_keys)
FMEAN_STSC_RH_PA,Sub-daily mean - Struct. soil carbon (w.debr.) respiration,kg/m2/yr,npatches,csite%fmean_stsc_rh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_STSC_RH_PA           :31://trim(fast_keys)
FMEAN_MSC_RH_PA,Sub-daily mean - Microbial soil carbon respiration,kg/m2/yr,npatches,csite%fmean_msc_rh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_MSC_RH_PA            :31://trim(fast_keys)
FMEAN_SSC_RH_PA,Sub-daily mean - Slow (humified) soil carbon respiration,kg/m2/yr,npatches,csite%fmean_ssc_rh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_SSC_RH_PA            :31://trim(fast_keys)
FMEAN_PSC_RH_PA,Sub-daily mean - Passive soil carbon respiration,kg/m2/yr,npatches,csite%fmean_psc_rh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_PSC_RH_PA            :31://trim(fast_keys)
FMEAN_NEP_PA,Sub-daily mean - Net Ecosystem productivity,kg/m2/yr,npatches,csite%fmean_nep,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_NEP_PA               :31://trim(fast_keys)
FMEAN_RK4STEP_PA,Sub-daily mean - RK4 time step,s,npatches,csite%fmean_rk4step,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_RK4STEP_PA           :31://trim(fast_keys)
FMEAN_AVAILABLE_WATER_PA,Sub-daily mean - Available water,kg/m2,npatches,csite%fmean_available_water,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_AVAILABLE_WATER_PA   :31://trim(fast_keys)
FMEAN_VEG_DISPLACE_PA,Sub-daily mean - Vegetation displacement height,m,npatches,csite%fmean_veg_displace,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_VEG_DISPLACE_PA      :31://trim(fast_keys)
FMEAN_ROUGH_PA,Sub-daily mean - Roughness height,m,npatches,csite%fmean_rough,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_ROUGH_PA         :31://trim(fast_keys)
FMEAN_CAN_THEIV_PA,Sub-daily mean - Ice-vapour equiv. pot. temperature - CAS,K,npatches,csite%fmean_can_theiv,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_CAN_THEIV_PA         :31://trim(fast_keys)
FMEAN_CAN_THETA_PA,Sub-daily mean - Potential temperature - CAS,K,npatches,csite%fmean_can_theta,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_CAN_THETA_PA         :31://trim(fast_keys)
FMEAN_CAN_VPDEF_PA,Sub-daily mean - Vapour pressure deficit - CAS,Pa,npatches,csite%fmean_can_vpdef,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_CAN_VPDEF_PA         :31://trim(fast_keys)
FMEAN_CAN_TEMP_PA,Sub-daily mean - Temperature - CAS,K,npatches,csite%fmean_can_temp,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_CAN_TEMP_PA          :31://trim(fast_keys)
FMEAN_CAN_SHV_PA,Sub-daily mean - Specific humidity - CAS,kg/kg,npatches,csite%fmean_can_shv,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_CAN_SHV_PA           :31://trim(fast_keys)
FMEAN_CAN_CO2_PA,Sub-daily mean - CO2 mixing ratio - CAS,umol/mol,npatches,csite%fmean_can_co2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_CAN_CO2_PA           :31://trim(fast_keys)
FMEAN_CAN_RHOS_PA,Sub-daily mean - Air density - CAS,kg/m3,npatches,csite%fmean_can_rhos,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_CAN_RHOS_PA          :31://trim(fast_keys)
FMEAN_CAN_DMOL_PA,Sub-daily mean - Dry-air molar density - CAS,mol/m3,npatches,csite%fmean_can_dmol,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_CAN_DMOL_PA          :31://trim(fast_keys)
FMEAN_CAN_PRSS_PA,Sub-daily mean - Pressure - CAS,Pa,npatches,csite%fmean_can_prss,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_CAN_PRSS_PA          :31://trim(fast_keys)
FMEAN_GND_TEMP_PA,Sub-daily mean - Ground temperature,K,npatches,csite%fmean_gnd_temp,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_GND_TEMP_PA          :31://trim(fast_keys)
FMEAN_GND_SHV_PA,Sub-daily mean - Ground specific humidity,kg/kg,npatches,csite%fmean_gnd_shv,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_GND_SHV_PA           :31://trim(fast_keys)
FMEAN_CAN_GGND_PA,Sub-daily mean - Net canopy conductance,m/2,npatches,csite%fmean_can_ggnd,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_CAN_GGND_PA          :31://trim(fast_keys)
FMEAN_SFCW_DEPTH_PA,Sub-daily mean - Depth - temporary water layer,m,npatches,csite%fmean_sfcw_depth,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_SFCW_DEPTH_PA        :31://trim(fast_keys)
FMEAN_SFCW_ENERGY_PA,Sub-daily mean - Internal energy - temporary water layer,J/kg,npatches,csite%fmean_sfcw_energy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_SFCW_ENERGY_PA       :31://trim(fast_keys)
FMEAN_SFCW_MASS_PA,Sub-daily mean - Water mass - temporary water layer,kg/m2,npatches,csite%fmean_sfcw_mass,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_SFCW_MASS_PA         :31://trim(fast_keys)
FMEAN_SFCW_TEMP_PA,Sub-daily mean - Temperature - temporary water layer,K,npatches,csite%fmean_sfcw_temp,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_SFCW_TEMP_PA         :31://trim(fast_keys)
FMEAN_SFCW_FLIQ_PA,Sub-daily mean - Liquid fraction - temporary water layer,NA,npatches,csite%fmean_sfcw_fliq,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_SFCW_FLIQ_PA         :31://trim(fast_keys)
FMEAN_RSHORT_GND_PA,Sub-daily mean - Shortwave radiation absorbed by ground,W/m2,npatches,csite%fmean_rshort_gnd,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_RSHORT_GND_PA        :31://trim(fast_keys)
FMEAN_PAR_GND_PA,Sub-daily mean - PAR absorbed by ground,W/m2,npatches,csite%fmean_par_gnd,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_PAR_GND_PA           :31://trim(fast_keys)
FMEAN_RLONG_GND_PA,Sub-daily mean - Longwave radiation absorbed by ground,W/m2,npatches,csite%fmean_rlong_gnd,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_RLONG_GND_PA         :31://trim(fast_keys)
FMEAN_RLONGUP_PA,Sub-daily mean - Outgoing longwave radiation,W/m2,npatches,csite%fmean_rlongup,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_RLONGUP_PA           :31://trim(fast_keys)
FMEAN_PARUP_PA,Sub-daily mean - Outgoing PAR,W/m2,npatches,csite%fmean_parup,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_PARUP_PA             :31://trim(fast_keys)
FMEAN_NIRUP_PA,Sub-daily mean - Outgoing near infra-red radiation,W/m2,npatches,csite%fmean_nirup,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_NIRUP_PA             :31://trim(fast_keys)
FMEAN_RSHORTUP_PA,Sub-daily mean - Outgoing shortwave radiation,W/m2,npatches,csite%fmean_rshortup,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_RSHORTUP_PA          :31://trim(fast_keys)
FMEAN_RNET_PA,Sub-daily mean - Net radiation at top of canopy,W/m2,npatches,csite%fmean_rnet,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_RNET_PA              :31://trim(fast_keys)
FMEAN_ALBEDO_PA,Sub-daily mean - Albedo,NA,npatches,csite%fmean_albedo,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_ALBEDO_PA            :31://trim(fast_keys)
FMEAN_ALBEDO_PAR_PA,Sub-daily mean - Albedo - direct radiation,NA,npatches,csite%fmean_albedo_par,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_ALBEDO_PAR_PA        :31://trim(fast_keys)
FMEAN_ALBEDO_NIR_PA,Sub-daily mean - Albedo - diffuse radiation,NA,npatches,csite%fmean_albedo_nir,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_ALBEDO_NIR_PA        :31://trim(fast_keys)
FMEAN_RLONG_ALBEDO_PA,Sub-daily mean - Kind of albedo - longwave radiation,NA,npatches,csite%fmean_rlong_albedo,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_RLONG_ALBEDO_PA      :31://trim(fast_keys)
FMEAN_USTAR_PA,Sub-daily mean - Friction velocity,m/s,npatches,csite%fmean_ustar,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_USTAR_PA             :31://trim(fast_keys)
FMEAN_TSTAR_PA,Sub-daily mean - Gradient scale for potential temperature,K,npatches,csite%fmean_tstar,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_TSTAR_PA             :31://trim(fast_keys)
FMEAN_QSTAR_PA,Sub-daily mean - Gradient scale for specific humidity,kg/kg,npatches,csite%fmean_qstar,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_QSTAR_PA             :31://trim(fast_keys)
FMEAN_CSTAR_PA,Sub-daily mean - Gradient scale for CO2 mixing ratio,umol/mol,npatches,csite%fmean_cstar,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_CSTAR_PA             :31://trim(fast_keys)
FMEAN_CARBON_AC_PA,Sub-daily mean - CO2 flux: atmosphere -> CAS,umol/m2/s,npatches,csite%fmean_carbon_ac,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_CARBON_AC_PA         :31://trim(fast_keys)
FMEAN_CARBON_ST_PA,Sub-daily mean - CO2 storage at CAS,umol/m2/s,npatches,csite%fmean_carbon_st,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_CARBON_ST_PA         :31://trim(fast_keys)
FMEAN_VAPOR_GC_PA,Sub-daily mean - Water vapour flux: ground -> CAS,kg/m2/s,npatches,csite%fmean_vapor_gc,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_VAPOR_GC_PA          :31://trim(fast_keys)
FMEAN_VAPOR_AC_PA,Sub-daily mean - Water vapour flux: atmosphere -> CAS,kg/m2/s,npatches,csite%fmean_vapor_ac,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_VAPOR_AC_PA          :31://trim(fast_keys)
FMEAN_THROUGHFALL_PA,Sub-daily mean - Throughfall rate,kg/m2/s,npatches,csite%fmean_throughfall,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_THROUGHFALL_PA       :31://trim(fast_keys)
FMEAN_RUNOFF_PA,Sub-daily mean - Water runoff,kg/m2/s,npatches,csite%fmean_runoff,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_RUNOFF_PA            :31://trim(fast_keys)
FMEAN_DRAINAGE_PA,Sub-daily mean - Water drainage,kg/m2/s,npatches,csite%fmean_drainage,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_DRAINAGE_PA          :31://trim(fast_keys)
FMEAN_SENSIBLE_GC_PA,Sub-daily mean - Sensible heat flux: ground -> CAS,W/m2,npatches,csite%fmean_sensible_gc,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_SENSIBLE_GC_PA       :31://trim(fast_keys)
FMEAN_SENSIBLE_AC_PA,Sub-daily mean - Sensible heat flux: atmosphere -> CAS,W/m2,npatches,csite%fmean_sensible_ac,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_SENSIBLE_AC_PA       :31://trim(fast_keys)
FMEAN_QTHROUGHFALL_PA,Sub-daily mean - Throughfall rate,W/m2,npatches,csite%fmean_qthroughfall,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_QTHROUGHFALL_PA      :31://trim(fast_keys)
